,titre,1,2,3,4,5
10,Ouragans__une_annee_record.txt,,"Depuis la fin du mois d’août et en l’espace de trois semaines, le nord de l’océan Atlantique a été frappé par quatre ouragans très puissants. Comme c'est le cas pour tous les ouragans, on leur a donné des prénoms : les deux plus intenses s'appelaient Irma et Maria.","Les Antilles ont été particulièrement touchées . Ce sont des îles situées dans l’océan Atlantique , entre l’Amérique du Nord et l’Amérique du Sud . Elles sont habituées aux tempêtes tropicales et aux ouragans , qui se produisent régulièrement entre juin et novembre . Mais , cette fois , ils ont été particulièrement puissants . Les ouragans sont classés en catégories selon la vitesse de leurs vents . Et les quatre ouragans récents étaient de catégorie 4 ou 5 !",Les ouragans sont classés en cinq catégories selon la puissance de leurs vents,"Le premier de ces puissants ouragans s’appelait Harvey (classé en catégorie 4) : il a touché le sud des Etats-Unis fin août et à fait de nombreux dégâts, surtout à cause de pluies torrentielles et d’inondations. Puis ce fut au tour d’Irma, l’ouragan le plus puissant jamais enregistré dans l’océan Atlantique (catégorie 5), de frapper les Caraïbes, en particulier les îles françaises de Saint-Barthélemy et de Saint-Martin. Quinze jours plus tard, Maria, un nouvel ouragan, sévit dans la même zone et frappe de plein fouet l’île de la Dominique en atteignant la catégorie 5."
11,les_repas_de_fetes.txt,,"Pour Noël, beaucoup de familles mettent les petits plats dans les grands, comme on dit. C’est l’occasion de préparer de superbes repas, avec des aliments qu’on n’a pas l’habitude de manger.","La championne des plats de Noël , c’est la dinde . Mais ça n’a pas toujours été le cas . « Jusque dans les années 1950-1960 , c’est le cochon qui trônait sur les tables , parce qu’on sacrifiait beaucoup le cochon en novembre et en décembre dans les campagnes » , précise l’historien des pratiques culinaires et alimentaires Patrick Rambourg . Puis le cochon est devenu un aliment de plus en plus répandu . « Quand on a un aliment accessible sur une table de fête , ce n’est plus un repas de fête » , note Patrick Rambourg .","Il a donc fallu trouver un autre aliment exceptionnel. Le cochon a été remplacé par des viandes qu’on trouvait habituellement sur les tables des riches : les volailles (dindes, oies, chapons). «Au Moyen Age, les volatiles étaient considérés comme une nourriture au plus près du ciel, donc de Dieu», poursuit l’historien. Voilà pourquoi ils étaient réservés aux plus fortunés.","L’autre incontournable de Noël, c’est la bûche, ce gâteau roulé tartiné de crème au beurre, qui peut être au chocolat, à la vanille, aux marrons, aux fruits… A l’origine, il s’agissait d’une vraie bûche, un morceau de bois. Les familles la mettaient dans la cheminée la nuit de Noël, la laissaient brûler, puis récupéraient les cendres le lendemain matin et les plaçaient dans un coin de la maison pour la protéger toute l’année suivante."
12,De_l_animal_a_la_viande.txt,de l’eau pour s’hydrater ;,"des minéraux, comme le calcium pour avoir des os solides. On en trouve surtout dans le lait ;",des vitamines pour mieux digérer et ne pas tomber malade . On en trouve surtout dans les légumes et les fruits  ;,"des glucides pour faire fonctionner le cerveau et produire l’énergie dont on a besoin. On en trouve surtout dans le sucre et dans les céréales, le pain, le riz, les pâtes… C’est ce qu’on appelle des féculents ;","des lipides pour avoir de l’énergie et fabriquer les cellules qui construisent notre corps. On en trouve surtout dans les matières grasses, comme le beurre ou l’huile ;"
13,le_festival_d_Avignon.txt,"De 1947 à aujourd’hui, voici quelques grandes dates à retenir sur le Festival d’Avignon.","Jean Vilar, comédien et metteur en scène, a créé le festival en 1947, il y a 71 ans. Il voulait rendre le théâtre plus accessible pour que tout le monde en profite. «Avant, c’était surtout pour les gens riches et les Parisiens. Jean Vilar voulait des spectacles en dehors de Paris et pour tous», raconte Olivier Py, le directeur du Festival d’Avignon aujourd’hui.","En septembre 1947 , trois pièces ont été présentées . La première s’appelait la Tragédie du roi Richard II , une pièce d’un écrivain anglais très connu qui s’appelle William Shakespeare . L’année suivante , l’événement a pris le nom de « Festival d’Avignon » et il s’est déroulé en juillet comme aujourd’hui .","En 1966, il y a 52 ans, le Festival d’Avignon a connu beaucoup de nouveautés. Il s’est ouvert à la danse et à des spectacles venus du monde entier. C’est à partir de cette date que les spectacles ont aussi commencé à être un peu partout dans la ville. Peu de temps après, certaines pièces ont aussi été jouées sans demander l’accord du directeur du festival. C’est le tout début du «off» d’Avignon.","En 2003, le Festival a été annulé. Les gens qui travaillaient dans le théâtre, comme les comédiens et les techniciens, n’étaient pas contents car leurs conditions de travail devenaient très mauvaises et ils voulaient le faire savoir. Il y avait beaucoup de manifestations dans la ville, et finalement le directeur a annoncé qu’il n’y aurait pas de Festival. «Grâce à cette mobilisation, le statut d’intermittent a été sauvé», explique l’historien Antoine de Baecque. C’est la seule année où l'événement a été annulé."
14,le_conflit_Israel-Palestine.txt,Que se passe-t-il ?,,"Le 6 décembre , le président américain , Donald Trump , a reconnu Jérusalem comme la capitale d’Israël , un pays situé dans une région du monde appelée le Moyen-Orient . Cette décision a provoqué de nombreuses réactions et a été très critiquée par presque tous les pays . Pourquoi ? Parce qu’ils considèrent qu’Israël occupe illégalement une partie de Jérusalem . Les Israéliens ont en effet conquis l’est de la ville à la suite d’une guerre alors qu’un autre peuple , les Palestiniens , vivait là .","Aujourd’hui, Israéliens et Palestiniens aimeraient avoir Jérusalem comme capitale. Jérusalem est en effet une ville très importante pour les juifs, les musulmans et les chrétiens.","Israël a été créé en 1948, pour donner un pays aux juifs qui avaient été massacrés pendant la Seconde Guerre mondiale. Sauf que les gens qui habitaient sur place étaient en très grande majorité des Palestiniens, un peuple arabe. Israéliens et Palestiniens se sont alors fait la guerre pendant des années pour avoir cette terre et c’est toujours très tendu entre eux. Aujourd’hui, il existe un Etat pour les Israéliens mais pas pour les Palestiniens."
15,les_armes_a_feu_aux_…tats-Unis.txt,L’âge minimum pour avoir une arme aux Etats-Unis n’est pas le même d’un Etat à l’autre,"Ce n’est pas parce qu’on a un permis qu’on peut utiliser son arme. La loi précise qu’on a le droit de tirer uniquement pour se défendre. En Floride, si on montre son arme en public sans raison, on risque jusqu’à 3 ans de prison. Si on tire, même en l’air ou au sol, la peine peut aller jusqu’à 20 ans.","En Floride , pour acheter une arme , il faut  :","Depuis la tuerie en Floride le 14 février, la loi a été un peu modifiée. Dans cet Etat, on n’a plus le droit d’acheter aucune arme avant 21 ans (avant, c’était 18 ans pour certaines), et il faut désormais attendre pendant quelques jours avant de la recevoir, pour réfléchir à ce que l’on fait.","Désormais, les adultes (professeurs, directeurs, surveillants) ont le droit de porter des armes dans les écoles. Des programmes seront mis en place dans les écoles pour surveiller les élèves qui souffrent de maladies mentales (qui empêchent de penser clairement)."
16,La_COP21.txt,Qu'est-ce que le changement climatique ?,,"Il peut faire très beau un jour et pleuvoir beaucoup le lendemain , mais ce n’est pas ça qu’on appelle le changement climatique . Quand on parle de l’évolution du temps sur un jour ou une semaine , on parle de la météo . Le climat , lui , s’observe sur de longues périodes , d’au moins trente ans .","Et justement, le climat change, petit à petit. Pourquoi ? Parce qu’il y a trop de gaz à effet de serre dans l’atmosphère. A la base, l’effet de serre est un phénomène tout à fait naturel qui permet de conserver de la chaleur sur la Terre. Grâce aux gaz à effet de serre, la température moyenne sur notre planète est de 15 °C. Sans eux, elle serait de... -18 °C, c’est très froid ! Sur Mars, par exemple, il fait très froid parce qu’il n’y a pas beaucoup de gaz à effet de serre, et sur Vénus très chaud parce qu’il y en a énormément.","Les gaz à effet de serre les plus importants sont la vapeur d’eau, le dioxyde de carbone (CO2) et le méthane. Attention, l’effet de serre et la couche d’ozone, ce n’est pas la même chose : la couche d’ozone nous protège des rayons ultraviolets, qui sont nocifs pour les êtres vivants."
17,L_election_presidentielle_.txt,"Le candidat ne peut pas répondre à toutes les questions de tous les journalistes dans les médias, ni faire des discours toute la journée, il n’aurait pas le temps. Il a donc des porte-parole, des personnes qui sont officiellement chargées de diffuser ses idées.",Des conseillers,"A l’école , on peut être bon élève et avoir à la fois de très bonnes notes en français , en sciences et en sport . Mais quand on fait de la politique , c’est vraiment difficile de connaître sur le bout des doigts tout ce qui concerne les Français . Alors les candidats ont des conseillers  : ce sont des spécialistes d’un sujet , qui partagent leurs connaissances avec eux .",Une équipe de communication,"Si un candidat a de très bonnes idées mais que personne ne les connaît, ça ne sert pas à grand-chose : personne n’aura envie de voter pour lui. Des personnes sont donc spécialement payées pour faire connaître le candidat : elles créent des affiches qui donnent une image sympathique, elles contactent les journalistes pour qu’ils parlent de lui dans leur média…"
18,Donald_Trump.txt,"Donald Trump a aussi gagné l’élection grâce au système de vote américain, qui est différent du nôtre. Si ça fonctionnait comme en France, Hillary Clinton serait devenue présidente, car elle a obtenu plus de votes que Trump. Chez nous, chaque électeur vote directement pour un candidat et à la fin, on compte toutes les voix pour voir qui a gagné. Aux Etats-Unis, on prend en compte les votes dans chaque Etat (chaque région) et, selon le nombre d’habitants de l’Etat, les résultats ont plus ou moins d’importance. Donald Trump a gagné dans des Etats qui avaient beaucoup d’importance, donc c’est lui qui a remporté l’élection, et tant pis si, au niveau national, il a obtenu moins de votes que Hillary Clinton.",Pour quel candidat les Etats du pays ont-ils voté ?,"En orange , les Etats qui ont voté majoritairement pour Donald Trump , en gris , ceux où Hillary Clinton est arrivée en tête . Clique dessus pour découvrir leur nom .","Vu de l’étranger, on a parfois l’impression que les Etats-Unis sont un pays très riche. C’est en partie vrai, mais il y a aussi beaucoup de personnes pauvres, et elles ont l’impression que les responsables politiques ne s’occupent pas d’elles. Une des raisons pour lesquelles Donald Trump a été élu est que ses discours ont beaucoup plu aux ouvriers, en particulier dans certains Etats du Nord-Est.","Dans cette région, il y avait beaucoup d’industries auparavant, mais nombre d’entre elles ont fermé, les gens ont perdu leur emploi et sont devenus plus pauvres. Donald Trump a déclaré qu’il allait les aider, en donnant de l’argent à ces entreprises pour créer de nouveaux emplois."
19,Roland-Garros.txt,"Pour être sélectionné, Paul a dû passer plusieurs étapes. La première était au mois d’octobre. Il y avait 3 000 candidats ! C’était beaucoup, alors il a fallu passer des épreuves pour savoir qui étaient les meilleurs. «Il y avait plein d’exercices, on devait courir, ramasser la balle le plus vite possible», explique Paul. A la fin de ce test, il ne restait plus que 370 ramasseurs de balles.","La seconde étape a eu lieu au mois de février. Pendant une semaine, Paul a été testé pour savoir s’il était «vraiment très bon pour ramasser les balles», raconte-t-il. Il a appris qu’il irait à Roland-Garros à la fin de cette semaine de stage. «J’ai eu du mal à y croire. C’est presque un rêve qui se réalise car j’ai toujours aimé le tennis.»","Paul joue au tennis depuis l’âge de 9 ans , mais il a commencé à s’entraîner il y a deux ans pour être ramasseur de balles . Il a voulu participer aux sélections de Roland-Garros pour « vivre de beaux moments et être au plus près des joueurs » .","L’adolescent est un peu stressé : «J’ai peur de mal faire les choses parce que Roland-Garros est un grand tournoi.» Il rêve de se retrouver sur le même terrain de tennis que son joueur préféré, l’Espagnol Rafael Nadal. Ce serait un grand moment pour lui.","Neuville-aux-Bois, la ville où habite Paul, et Paris, où a lieu le tournoi de Roland-Garros"
20,les_metiers_de_Noel.txt,"«Les graines sont plantées dans un endroit spécial qu’on appelle ""la pouponnière"". Pendant trois ans, on les bichonne pour qu’elles grandissent bien», explique Christine. Quand les bébés sapins ont atteint 10 centimètres environ, ils sont déplacés dans des pots spéciaux, les godets, qui permettent à leurs racines de bien se développer. Ils y resteront deux ans avant d’être enfin plantés dans les champs. «Ils y grandissent tranquillement quelques années de plus. On les soigne, on les arrose, on arrache les mauvaises herbes qui les gênent… Puis un jour, on les coupe», dit Christine. Ainsi, la plupart des sapins de Noël qui ornent nos maisons ont entre 8 et 13 ans : le même âge que les lecteurs du P’tit Libé !","Chaque automne, Christine fait une grande balade avec les autres pépiniéristes à travers ses sapins. C’est à ce moment-là qu’ils décident lesquels seront coupés et lesquels doivent continuer à grandir. Tous les ans, des nouveaux sapins sont plantés pour remplacer ceux qui ont été enlevés. C’est un cycle continu.","Certaines personnes refusent d’acheter des sapins car elles trouvent que ce n’est pas bien de couper un arbre juste pour une fête . Christine assure que la culture des sapins respecte l’environnement car les arbres sont des « machines à produire de l’oxygène , capables d’absorber la pollution » . Cette facette de son métier la rend particulièrement fière  : « Les sapins sont des êtres vivants , en prendre soin , c’est prendre soin de l’environnement » , affirme-t-elle .","Saint-Laurent-du-Cros, le village où se situe la pépinière de Christine",
21,L_election_presidentielle_.txt,"Elle est née en région parisienne, elle a 48 ans et trois enfants.",Son parcours,"Avant de devenir responsable politique , Marine Le Pen a été avocate . Elle est devenue présidente du Front national il y a six ans , en 2011 . Le parti avait été créé par son père , Jean-Marie Le Pen . Elle est députée européenne , ça veut dire qu’elle est élue au Parlement européen .",Ses idées,"Marine Le Pen n’aime pas qu’on dise que le Front national est d’extrême droite parce qu’elle veut se différencier de son père, qui a une mauvaise image auprès d’une partie de la population parce qu’il a fait des déclarations choquantes et qu’elle l’a exclu du parti. Elle souhaite notamment que les Français aient plus de droits que les étrangers qui vivent dans le pays."
22,le_mariage_royal.txt,"«Il existe pas moins d’une trentaine de monarchies à travers le monde», explique Jean-Michel Billioud, auteur du livre pour enfants Rois : 40 souverains du monde. Les monarques ont des noms différents : ils peuvent être des rois, des sultans, des empereurs, des émirs…",Les monarchies en Europe,"Rien qu’en Europe , on compte douze monarchies . C’est le cas au Luxembourg avec le grand-duc Henri , à Monaco avec le prince Albert II ( 2 ) ou encore en Belgique avec le roi Philippe .","En Europe, les monarques ne dirigent pas. «Au Royaume-Uni ou en Espagne, une famille incarne l’histoire nationale. C’est un rôle symbolique», détaille Jean-Michel Billioud. En clair, le monarque est simplement là pour représenter les habitants. Ce n’est pas lui qui décide des règles de fonctionnement du pays. Le pouvoir est attribué généralement à «une assemblée élue par le peuple et à un Premier ministre», précise Jean-Michel Billioud.","Par exemple, au Royaume-Uni, la reine Elizabeth II (2) représente le pays. Mais les décisions sont prises par la Première ministre, ses ministres et les personnes élues pour voter les lois. D’ailleurs, lors des élections, la famille royale ne vote pas, car cela pourrait influencer le choix des citoyens. Elle doit rester neutre."
